congress_num,election_year,state,st_abbrev,fips,STATEFP,district,CD115FP,GEOID,name,party,fec_candidate_id,url,fin_total_receipt,fin_total_disbursement,employment,annual_payroll_in_1000,num_of_establishment
116,2018,Virginia,VA,51,51,10,10,5110,Jennifer Wexton,DEM,H8VA10106,https://jenniferwexton.com/,5415460,4284970,338195,19822956,22539
116,2018,Virginia,VA,51,51,11,11,5111,Gerry Connolly,DEM,H8VA11062,http://www.gerryconnolly.com/,1937930,1014960,431483,33961153,22048
116,2018,Virginia,VA,51,51,2,2,5102,Elaine Luria,DEM,H8VA02111,https://elaineforcongress.com/,3611760,2697450,229214,8726499,16321
116,2018,Virginia,VA,51,51,3,3,5103,Bobby Scott,DEM,H6VA01117,NULL,575264,544557,334293,15124637,16694
116,2018,Virginia,VA,51,51,4,4,5104,Donald McEachin,DEM,H6VA04061,https://www.donaldmceachin.com/,819756,827290,273860,13088105,15673
116,2018,Virginia,VA,51,51,5,5,5105,Denver Riggleman,REP,H8VA05171,http://www.denverforcongress.com/,1415900,986554,207989,8496127,16718
116,2018,Virginia,VA,51,51,6,6,5106,Ben Cline,REP,H8VA06104,http://www.bencline.com/,833545,642312,308049,11921848,18096
116,2018,Virginia,VA,51,51,7,7,5107,Abigail Spanberger,DEM,H8VA07094,https://abigailspanberger.com/,5943110,5352580,291085,14274675,18985
116,2018,Virginia,VA,51,51,8,8,5108,Don Beyer,DEM,H4VA08224,http://friendsofdonbeyer.com/,1918270,1663990,360285,24207230,20512
116,2018,Virginia,VA,51,51,9,9,5109,Morgan Griffith,REP,H0VA09055,http://www.morgangriffithforcongress.com/,1060150,806724,208791,7613800,14206
116,2018,Vermont,VT,50,50,0,0,5000,Peter Welch,DEM,H6VT00160,https://www.welchforcongress.com/,806626,630216,262705,10828353,21174
116,2018,Washington,WA,53,53,1,1,5301,Suzan DelBene,DEM,H0WA08046,http://www.delbeneforcongress.com/,2007790,1359180,273387,23558027,19264
116,2018,Washington,WA,53,53,10,10,5310,Dennis Heck,DEM,H0WA03161,http://www.dennyheckforcongress.com/,1530200,1047010,203713,8560373,14837
116,2018,Washington,WA,53,53,2,2,5302,Rick Larsen,DEM,H0WA02080,https://www.ricklarsen.org/,1047570,913621,273601,13846577,19869
116,2018,Washington,WA,53,53,3,3,5303,Jaime Herrera Beutler,REP,H0WA03187,https://www.votejaime.com/,2271710,2203920,194262,8965497,16100
116,2018,Washington,WA,53,53,4,4,5304,Dan Newhouse,REP,H4WA04104,https://www.dannewhouse.com/,1098000,974010,191422,8243690,14187
116,2018,Washington,WA,53,53,5,5,5305,Cathy McMorris Rodgers,REP,H4WA05077,http://www.cathyforcongress.com/,5502070,4985620,233124,9964370,17033
116,2018,Washington,WA,53,53,6,6,5306,Derek Kilmer,DEM,H2WA06129,http://www.derekkilmer.com/,2274180,1258000,194723,8172930,17157
116,2018,Washington,WA,53,53,7,7,5307,Pramila Jayapal,DEM,H6WA07458,https://www.pramilaforcongress.com/,2064540,1317540,461573,34422037,28807
116,2018,Washington,WA,53,53,8,8,5308,Kim Schrier,DEM,H8WA08189,https://drkimschrier.com/,6937040,5373670,173457,8417334,15426
116,2018,Washington,WA,53,53,9,9,5309,Adam Smith,DEM,H6WA09025,http://www.electadamsmith.com/,1273580,1416170,447136,29862264,22852
116,2018,Wisconsin,WI,55,55,1,1,5501,Bryan Steil,REP,H8WI01156,http://steilforwisconsin.com/,1868950,1566770,245541,10266665,15191
116,2018,Wisconsin,WI,55,55,2,2,5502,Mark Pocan,DEM,H2WI02124,http://www.pocanforcongress.com/,1012010,828086,360351,17856952,19233
116,2018,Wisconsin,WI,55,55,3,3,5503,Ron Kind,DEM,H6WI03099,http://www.ronkind.org/,2208190,1818250,278726,10963794,17032
116,2018,Wisconsin,WI,55,55,4,4,5504,Gwen Moore,DEM,H4WI04183,https://www.gwenmooreforcongress.com/,950315,923631,306701,16757151,13450
116,2018,Wisconsin,WI,55,55,5,5,5505,Jim Sensenbrenner,REP,H8WI09050,http://www.sensenbrenner.org/,341648,442314,410849,20422361,21300
116,2018,Wisconsin,WI,55,55,6,6,5506,Glenn Grothman,REP,H4WI06048,http://www.glenngrothman.com/,1866520,1263090,307770,13721136,16747
116,2018,Wisconsin,WI,55,55,7,7,5507,Sean Duffy,REP,H0WI07051,http://duffyforwisconsin.com/,3427800,2600690,249122,9669025,19077
116,2018,Wisconsin,WI,55,55,8,8,5508,Mike Gallagher,REP,H6WI08155,http://www.mikeforwisconsin.com/,2745770,1869130,328939,14404665,18287
116,2018,West Virginia,WV,54,54,1,1,5401,David McKinley,REP,H0WV01072,NULL,1213410,873578,209694,8287861,12924
116,2018,West Virginia,WV,54,54,2,2,5402,Alex Mooney,REP,H4WV02080,NULL,1734440,872321,185108,7306891,12285
116,2018,West Virginia,WV,54,54,3,3,5403,Carol Miller,REP,H8WV03097,https://www.electcarolmiller.com/,1648100,1372520,155363,5582893,11077
116,2018,Wyoming,WY,56,56,0,0,5600,Liz Cheney,REP,H6WY00159,NULL,822462,636684,208440,9303969,20966
